Date,demand_quantity,combined
2014-08-31,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-01,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-02,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-03,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-04,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-05,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-06,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-07,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-08,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-09,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-10,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-11,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-12,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-13,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-14,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-15,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-16,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-17,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-18,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-19,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-20,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-21,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-22,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-23,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-24,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-25,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-26,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-27,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-28,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-29,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-09-30,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-01,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-02,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-03,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-04,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-05,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-06,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-07,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-08,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-10,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-11,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-12,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-13,8612,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-14,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-15,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-16,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-17,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-18,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-19,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-20,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-21,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-22,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-23,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-24,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-25,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-26,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-27,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-28,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-29,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-30,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-10-31,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-01,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-02,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-03,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-04,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-05,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-06,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-07,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-08,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-09,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-10,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-11,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-12,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-13,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-14,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-15,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-16,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-17,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-18,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-19,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-20,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-21,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-22,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-23,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-24,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-25,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-26,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-27,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-28,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-29,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-11-30,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-01,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-02,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-03,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-04,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-05,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-06,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-07,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-08,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-09,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-10,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-11,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-12,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-13,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-14,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-15,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-16,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-17,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-18,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-19,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-20,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-21,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-22,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-23,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-24,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-25,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-26,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-27,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-28,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-29,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-30,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-12-31,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-01,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-02,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-03,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-04,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-05,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-06,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-07,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-08,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-10,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-11,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-12,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-13,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-14,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-15,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-16,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-17,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-18,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-19,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-20,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-21,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-22,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-23,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-24,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-25,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-26,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-27,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-28,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-29,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-30,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-01-31,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-01,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-02,8612,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-03,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-04,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-05,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-06,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-07,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-08,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-09,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-10,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-11,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-12,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-13,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-14,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-15,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-16,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-17,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-18,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-19,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-20,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-21,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-22,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-23,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-24,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-25,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-26,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-27,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-02-28,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-01,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-02,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-03,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-04,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-05,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-06,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-07,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-08,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-09,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-10,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-11,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-12,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-13,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-14,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-15,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-16,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-17,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-18,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-19,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-20,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-21,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-22,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-23,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-24,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-25,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-26,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-27,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-28,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-29,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-30,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-03-31,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-01,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-02,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-03,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-04,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-05,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-06,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-07,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-08,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-09,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-10,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-11,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-12,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-13,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-14,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-15,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-16,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-17,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-18,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-19,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-20,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-21,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-22,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-23,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-24,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-25,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-26,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-27,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-28,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-29,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-04-30,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-01,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-02,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-03,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-04,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-05,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-06,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-07,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-08,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-09,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-10,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-11,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-12,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-13,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-14,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-15,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-16,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-17,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-18,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-19,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-20,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-21,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-22,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-23,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-24,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-25,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-26,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-27,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-28,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-29,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-30,51673,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-05-31,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-01,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-02,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-03,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-04,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-05,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-06,61720,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-07,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-08,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-09,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-10,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-11,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-12,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-13,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-14,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-15,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-16,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-17,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-18,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-19,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-20,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-21,48802,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-22,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-23,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-24,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-25,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-26,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-27,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-28,50237,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-29,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-06-30,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
